id,time,outerdevice_id,outerdevice_parameter_id,value,create_at,create_user,elec
41520682,7:00:00 PM,1370,21,1921983.25,0.025842593,DeviceDataService,220.37
41520875,8:00:00 PM,1370,21,1922188.38,0.025842593,DeviceDataService,205.13
41521068,9:00:00 PM,1370,21,1922384,0.025842593,DeviceDataService,195.62
41521261,10:00:00 PM,1370,21,1922571.62,0.025842593,DeviceDataService,187.62
41521454,11:00:00 PM,1370,21,1922709.25,0.025842593,DeviceDataService,137.63
41521650,12:00:00 AM,1370,21,1922822,0.025923611,DeviceDataService,112.75
41521843,1:00:00 AM,1370,21,1922934.75,0.025923611,DeviceDataService,112.75
41522036,2:00:00 AM,1370,21,1923046,0.025923611,DeviceDataService,111.25
41522229,3:00:00 AM,1370,21,1923146.75,0.025923611,DeviceDataService,100.75
41522422,4:00:00 AM,1370,21,1923254,0.025923611,DeviceDataService,107.25
41522615,5:00:00 AM,1370,21,1923366.38,0.025923611,DeviceDataService,112.38
41522808,6:00:00 AM,1370,21,1923491.25,0.025923611,DeviceDataService,124.87
41523001,7:00:00 AM,1370,21,1923636.38,0.025923611,DeviceDataService,145.13
41523194,8:00:00 AM,1370,21,1923822,0.025923611,DeviceDataService,185.62
41523387,9:00:00 AM,1370,21,1924068,0.025923611,DeviceDataService,246
41523580,10:00:00 AM,1370,21,1924345.62,0.025923611,DeviceDataService,277.62
41523773,11:00:00 AM,1370,21,1924615.5,0.025923611,DeviceDataService,269.88
41523966,12:00:00 PM,1370,21,1924862,0.025923611,DeviceDataService,246.5
41524159,1:00:00 PM,1370,21,1925108.75,0.025923611,DeviceDataService,246.75
41524352,2:00:00 PM,1370,21,1925374.88,0.025923611,DeviceDataService,266.13
41524545,3:00:00 PM,1370,21,1925638.75,0.025923611,DeviceDataService,263.87
41524738,4:00:00 PM,1370,21,1925920.38,0.025923611,DeviceDataService,281.63
41524931,5:00:00 PM,1370,21,1926180.38,0.025923611,DeviceDataService,260
41525124,6:00:00 PM,1370,21,1926415.62,0.025923611,DeviceDataService,235.24
41525317,7:00:00 PM,1370,21,1926631.12,0.025923611,DeviceDataService,215.5
41525510,8:00:00 PM,1370,21,1926829.12,0.025923611,DeviceDataService,198
41525703,9:00:00 PM,1370,21,1927019.62,0.025923611,DeviceDataService,190.5
41525896,10:00:00 PM,1370,21,1927203.25,0.025923611,DeviceDataService,183.63
41526089,11:00:00 PM,1370,21,1927338.38,0.025923611,DeviceDataService,135.13
41526280,12:00:00 AM,1370,21,1927448.88,0.026024306,DeviceDataService,110.5
41526473,1:00:00 AM,1370,21,1927557.25,0.026024306,DeviceDataService,108.37
41526666,2:00:00 AM,1370,21,1927660.75,0.026024306,DeviceDataService,103.5
41526859,3:00:00 AM,1370,21,1927757.12,0.026024306,DeviceDataService,96.37
41527052,4:00:00 AM,1370,21,1927856.75,0.026024306,DeviceDataService,99.63
41527245,5:00:00 AM,1370,21,1927958.75,0.026024306,DeviceDataService,102
41527438,6:00:00 AM,1370,21,1928072.88,0.026024306,DeviceDataService,114.13
41527631,7:00:00 AM,1370,21,1928228.38,0.026024306,DeviceDataService,155.5
41527824,8:00:00 AM,1370,21,1928412,0.026024306,DeviceDataService,183.62
41528017,9:00:00 AM,1370,21,1928651.62,0.026024306,DeviceDataService,239.62
41528210,10:00:00 AM,1370,21,1928933.62,0.026024306,DeviceDataService,282
41528403,11:00:00 AM,1370,21,1929210,0.026024306,DeviceDataService,276.38
41528596,12:00:00 PM,1370,21,1929454.88,0.026024306,DeviceDataService,244.88
41528789,1:00:00 PM,1370,21,1929696.38,0.026024306,DeviceDataService,241.5
41528982,2:00:00 PM,1370,21,1929968.38,0.026024306,DeviceDataService,272
41529175,3:00:00 PM,1370,21,1930240.38,0.026024306,DeviceDataService,272
41529368,4:00:00 PM,1370,21,1930524.38,0.026024306,DeviceDataService,284
41529561,5:00:00 PM,1370,21,1930778.38,0.026024306,DeviceDataService,254
41529754,6:00:00 PM,1370,21,1931016.5,0.026024306,DeviceDataService,238.12
41529947,7:00:00 PM,1370,21,1931234.88,0.026024306,DeviceDataService,218.38
41530140,8:00:00 PM,1370,21,1931436,0.026024306,DeviceDataService,201.12
41530333,9:00:00 PM,1370,21,1931628,0.026024306,DeviceDataService,192
41530526,10:00:00 PM,1370,21,1931804,0.026024306,DeviceDataService,176
41530719,11:00:00 PM,1370,21,1931937.5,0.026024306,DeviceDataService,133.5
41530928,12:00:00 AM,1370,21,1932050.88,0.026106481,DeviceDataService,113.38
41531121,1:00:00 AM,1370,21,1932161.12,0.026106481,DeviceDataService,110.24
41531314,2:00:00 AM,1370,21,1932264.88,0.026106481,DeviceDataService,103.76
41531507,3:00:00 AM,1370,21,1932362.75,0.026106481,DeviceDataService,97.87
41531700,4:00:00 AM,1370,21,1932460.38,0.026106481,DeviceDataService,97.63
41531893,5:00:00 AM,1370,21,1932570,0.026106481,DeviceDataService,109.62
41532086,6:00:00 AM,1370,21,1932674.38,0.026106481,DeviceDataService,104.38
41532279,7:00:00 AM,1370,21,1932832,0.026106481,DeviceDataService,157.62
41532472,8:00:00 AM,1370,21,1933025.5,0.026106481,DeviceDataService,193.5
41532665,9:00:00 AM,1370,21,1933268.75,0.026106481,DeviceDataService,243.25
41532858,10:00:00 AM,1370,21,1933539.25,0.026106481,DeviceDataService,270.5
41533051,11:00:00 AM,1370,21,1933823.62,0.026106481,DeviceDataService,284.37
41533244,12:00:00 PM,1370,21,1934072.5,0.026106481,DeviceDataService,248.88
41533437,1:00:00 PM,1370,21,1934318,0.026106481,DeviceDataService,245.5
41533630,2:00:00 PM,1370,21,1934588.38,0.026106481,DeviceDataService,270.38
41533823,3:00:00 PM,1370,21,1934848.75,0.026106481,DeviceDataService,260.37
41534016,4:00:00 PM,1370,21,1935124.75,0.026106481,DeviceDataService,276
41534209,5:00:00 PM,1370,21,1935371.25,0.026106481,DeviceDataService,246.5
41534402,6:00:00 PM,1370,21,1935591.12,0.026106481,DeviceDataService,219.87
41534595,7:00:00 PM,1370,21,1935789.62,0.026106481,DeviceDataService,198.5
41534788,8:00:00 PM,1370,21,1935962,0.026106481,DeviceDataService,172.38
41534981,9:00:00 PM,1370,21,1936125.62,0.026106481,DeviceDataService,163.62
41535174,10:00:00 PM,1370,21,1936286.5,0.026106481,DeviceDataService,160.88
41535367,11:00:00 PM,1370,21,1936403.25,0.026106481,DeviceDataService,116.75
79766059,12:00:00 AM,1370,21,1936499.62,0.00122338,DeviceDataService,96.37
